combo,size,matches,avg_points,avg_score_final
Ainsley Maitland-Niles + Dominik Greif + Khalis Merah + Nicolás Tagliafico + Tyler Morton,5,4,0.75,33.02
Ainsley Maitland-Niles + Dominik Greif + Khalis Merah + Tanner Tessmann + Tyler Morton,5,4,0.75,33.02
Corentin Tolisso + Dominik Greif + Khalis Merah + Nicolás Tagliafico + Tyler Morton,5,4,0.75,33.02
Corentin Tolisso + Dominik Greif + Khalis Merah + Tanner Tessmann + Tyler Morton,5,4,0.75,33.02
Dominik Greif + Khalis Merah + Nicolás Tagliafico + Tanner Tessmann + Tyler Morton,5,4,0.75,33.02
Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso + Khalis Merah + Tyler Morton,5,8,0.75,32.72
Adam Karabec + Ainsley Maitland-Niles + Khalis Merah + Tanner Tessmann + Tyler Morton,5,8,0.75,32.72
Adam Karabec + Corentin Tolisso + Khalis Merah + Tanner Tessmann + Tyler Morton,5,8,0.75,32.72
Ainsley Maitland-Niles + Corentin Tolisso + Khalis Merah + Tanner Tessmann + Tyler Morton,5,8,0.75,32.72
Abner + Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Rémy Descamps,5,4,0.75,32.42
Abner + Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso + Rémy Descamps,5,4,0.75,32.42
Abner + Adam Karabec + Ainsley Maitland-Niles + Khalis Merah + Malick Fofana,5,4,0.75,32.42
Abner + Adam Karabec + Ainsley Maitland-Niles + Khalis Merah + Rémy Descamps,5,4,0.75,32.42
Abner + Adam Karabec + Ainsley Maitland-Niles + Malick Fofana + Rémy Descamps,5,4,0.75,32.42
Abner + Adam Karabec + Ainsley Maitland-Niles + Moussa Niakhate + Rémy Descamps,5,4,0.75,32.42
Abner + Adam Karabec + Ainsley Maitland-Niles + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Abner + Adam Karabec + Ainsley Maitland-Niles + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Abner + Adam Karabec + Ainsley Maitland-Niles + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Abner + Adam Karabec + Clinton Mata + Corentin Tolisso + Rémy Descamps,5,4,0.75,32.42
Abner + Adam Karabec + Clinton Mata + Khalis Merah + Malick Fofana,5,4,0.75,32.42
Abner + Adam Karabec + Clinton Mata + Khalis Merah + Rémy Descamps,5,4,0.75,32.42
Abner + Adam Karabec + Clinton Mata + Malick Fofana + Rémy Descamps,5,4,0.75,32.42
Abner + Adam Karabec + Clinton Mata + Moussa Niakhate + Rémy Descamps,5,4,0.75,32.42
Abner + Adam Karabec + Clinton Mata + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Abner + Adam Karabec + Clinton Mata + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Abner + Adam Karabec + Clinton Mata + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Abner + Adam Karabec + Corentin Tolisso + Khalis Merah + Malick Fofana,5,4,0.75,32.42
Abner + Adam Karabec + Corentin Tolisso + Khalis Merah + Rémy Descamps,5,4,0.75,32.42
Abner + Adam Karabec + Corentin Tolisso + Malick Fofana + Rémy Descamps,5,4,0.75,32.42
Abner + Adam Karabec + Corentin Tolisso + Moussa Niakhate + Rémy Descamps,5,4,0.75,32.42
Abner + Adam Karabec + Corentin Tolisso + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Abner + Adam Karabec + Corentin Tolisso + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Abner + Adam Karabec + Corentin Tolisso + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Abner + Adam Karabec + Khalis Merah + Malick Fofana + Moussa Niakhate,5,4,0.75,32.42
Abner + Adam Karabec + Khalis Merah + Malick Fofana + Pavel Šulc,5,4,0.75,32.42
Abner + Adam Karabec + Khalis Merah + Malick Fofana + Rémy Descamps,5,4,0.75,32.42
Abner + Adam Karabec + Khalis Merah + Malick Fofana + Tanner Tessmann,5,4,0.75,32.42
Abner + Adam Karabec + Khalis Merah + Malick Fofana + Tyler Morton,5,4,0.75,32.42
Abner + Adam Karabec + Khalis Merah + Moussa Niakhate + Rémy Descamps,5,4,0.75,32.42
Abner + Adam Karabec + Khalis Merah + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Abner + Adam Karabec + Khalis Merah + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Abner + Adam Karabec + Khalis Merah + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Abner + Adam Karabec + Malick Fofana + Moussa Niakhate + Rémy Descamps,5,4,0.75,32.42
Abner + Adam Karabec + Malick Fofana + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Abner + Adam Karabec + Malick Fofana + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Abner + Adam Karabec + Malick Fofana + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Abner + Adam Karabec + Moussa Niakhate + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Abner + Adam Karabec + Moussa Niakhate + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Abner + Adam Karabec + Moussa Niakhate + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Abner + Adam Karabec + Pavel Šulc + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Abner + Adam Karabec + Pavel Šulc + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Abner + Adam Karabec + Rémy Descamps + Tanner Tessmann + Tyler Morton,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Rémy Descamps,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Clinton Mata + Khalis Merah + Malick Fofana,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Clinton Mata + Khalis Merah + Rémy Descamps,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Clinton Mata + Malick Fofana + Rémy Descamps,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Clinton Mata + Moussa Niakhate + Rémy Descamps,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Clinton Mata + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Clinton Mata + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Clinton Mata + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Corentin Tolisso + Khalis Merah + Malick Fofana,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Corentin Tolisso + Khalis Merah + Rémy Descamps,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Corentin Tolisso + Malick Fofana + Rémy Descamps,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Corentin Tolisso + Moussa Niakhate + Rémy Descamps,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Corentin Tolisso + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Corentin Tolisso + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Corentin Tolisso + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Khalis Merah + Malick Fofana + Moussa Niakhate,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Khalis Merah + Malick Fofana + Pavel Šulc,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Khalis Merah + Malick Fofana + Rémy Descamps,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Khalis Merah + Malick Fofana + Tanner Tessmann,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Khalis Merah + Malick Fofana + Tyler Morton,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Khalis Merah + Moussa Niakhate + Rémy Descamps,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Khalis Merah + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Khalis Merah + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Khalis Merah + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Malick Fofana + Moussa Niakhate + Rémy Descamps,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Malick Fofana + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Malick Fofana + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Malick Fofana + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Moussa Niakhate + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Moussa Niakhate + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Moussa Niakhate + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Pavel Šulc + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Pavel Šulc + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Abner + Ainsley Maitland-Niles + Rémy Descamps + Tanner Tessmann + Tyler Morton,5,4,0.75,32.42
Abner + Clinton Mata + Corentin Tolisso + Khalis Merah + Malick Fofana,5,4,0.75,32.42
Abner + Clinton Mata + Corentin Tolisso + Khalis Merah + Rémy Descamps,5,4,0.75,32.42
Abner + Clinton Mata + Corentin Tolisso + Malick Fofana + Rémy Descamps,5,4,0.75,32.42
Abner + Clinton Mata + Corentin Tolisso + Moussa Niakhate + Rémy Descamps,5,4,0.75,32.42
Abner + Clinton Mata + Corentin Tolisso + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Abner + Clinton Mata + Corentin Tolisso + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Abner + Clinton Mata + Corentin Tolisso + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Abner + Clinton Mata + Khalis Merah + Malick Fofana + Moussa Niakhate,5,4,0.75,32.42
Abner + Clinton Mata + Khalis Merah + Malick Fofana + Pavel Šulc,5,4,0.75,32.42
Abner + Clinton Mata + Khalis Merah + Malick Fofana + Rémy Descamps,5,4,0.75,32.42
Abner + Clinton Mata + Khalis Merah + Malick Fofana + Tanner Tessmann,5,4,0.75,32.42
Abner + Clinton Mata + Khalis Merah + Malick Fofana + Tyler Morton,5,4,0.75,32.42
Abner + Clinton Mata + Khalis Merah + Moussa Niakhate + Rémy Descamps,5,4,0.75,32.42
Abner + Clinton Mata + Khalis Merah + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Abner + Clinton Mata + Khalis Merah + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Abner + Clinton Mata + Khalis Merah + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Abner + Clinton Mata + Malick Fofana + Moussa Niakhate + Rémy Descamps,5,4,0.75,32.42
Abner + Clinton Mata + Malick Fofana + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Abner + Clinton Mata + Malick Fofana + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Abner + Clinton Mata + Malick Fofana + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Abner + Clinton Mata + Moussa Niakhate + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Abner + Clinton Mata + Moussa Niakhate + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Abner + Clinton Mata + Moussa Niakhate + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Abner + Clinton Mata + Pavel Šulc + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Abner + Clinton Mata + Pavel Šulc + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Abner + Clinton Mata + Rémy Descamps + Tanner Tessmann + Tyler Morton,5,4,0.75,32.42
Abner + Corentin Tolisso + Khalis Merah + Malick Fofana + Moussa Niakhate,5,4,0.75,32.42
Abner + Corentin Tolisso + Khalis Merah + Malick Fofana + Pavel Šulc,5,4,0.75,32.42
Abner + Corentin Tolisso + Khalis Merah + Malick Fofana + Rémy Descamps,5,4,0.75,32.42
Abner + Corentin Tolisso + Khalis Merah + Malick Fofana + Tanner Tessmann,5,4,0.75,32.42
Abner + Corentin Tolisso + Khalis Merah + Malick Fofana + Tyler Morton,5,4,0.75,32.42
Abner + Corentin Tolisso + Khalis Merah + Moussa Niakhate + Rémy Descamps,5,4,0.75,32.42
Abner + Corentin Tolisso + Khalis Merah + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Abner + Corentin Tolisso + Khalis Merah + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Abner + Corentin Tolisso + Khalis Merah + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Abner + Corentin Tolisso + Malick Fofana + Moussa Niakhate + Rémy Descamps,5,4,0.75,32.42
Abner + Corentin Tolisso + Malick Fofana + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Abner + Corentin Tolisso + Malick Fofana + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Abner + Corentin Tolisso + Malick Fofana + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Abner + Corentin Tolisso + Moussa Niakhate + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Abner + Corentin Tolisso + Moussa Niakhate + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Abner + Corentin Tolisso + Moussa Niakhate + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Abner + Corentin Tolisso + Pavel Šulc + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Abner + Corentin Tolisso + Pavel Šulc + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Abner + Corentin Tolisso + Rémy Descamps + Tanner Tessmann + Tyler Morton,5,4,0.75,32.42
Abner + Khalis Merah + Malick Fofana + Moussa Niakhate + Pavel Šulc,5,4,0.75,32.42
Abner + Khalis Merah + Malick Fofana + Moussa Niakhate + Rémy Descamps,5,4,0.75,32.42
Abner + Khalis Merah + Malick Fofana + Moussa Niakhate + Tanner Tessmann,5,4,0.75,32.42
Abner + Khalis Merah + Malick Fofana + Moussa Niakhate + Tyler Morton,5,4,0.75,32.42
Abner + Khalis Merah + Malick Fofana + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Abner + Khalis Merah + Malick Fofana + Pavel Šulc + Tanner Tessmann,5,4,0.75,32.42
Abner + Khalis Merah + Malick Fofana + Pavel Šulc + Tyler Morton,5,4,0.75,32.42
Abner + Khalis Merah + Malick Fofana + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Abner + Khalis Merah + Malick Fofana + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Abner + Khalis Merah + Malick Fofana + Tanner Tessmann + Tyler Morton,5,4,0.75,32.42
Abner + Khalis Merah + Moussa Niakhate + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Abner + Khalis Merah + Moussa Niakhate + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Abner + Khalis Merah + Moussa Niakhate + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Abner + Khalis Merah + Pavel Šulc + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Abner + Khalis Merah + Pavel Šulc + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Abner + Khalis Merah + Rémy Descamps + Tanner Tessmann + Tyler Morton,5,4,0.75,32.42
Abner + Malick Fofana + Moussa Niakhate + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Abner + Malick Fofana + Moussa Niakhate + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Abner + Malick Fofana + Moussa Niakhate + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Abner + Malick Fofana + Pavel Šulc + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Abner + Malick Fofana + Pavel Šulc + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Abner + Malick Fofana + Rémy Descamps + Tanner Tessmann + Tyler Morton,5,4,0.75,32.42
Abner + Moussa Niakhate + Pavel Šulc + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Abner + Moussa Niakhate + Pavel Šulc + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Abner + Moussa Niakhate + Rémy Descamps + Tanner Tessmann + Tyler Morton,5,4,0.75,32.42
Abner + Pavel Šulc + Rémy Descamps + Tanner Tessmann + Tyler Morton,5,4,0.75,32.42
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Khalis Merah + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Malick Fofana + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Moussa Niakhate + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso + Khalis Merah + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso + Malick Fofana + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso + Moussa Niakhate + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Adam Karabec + Ainsley Maitland-Niles + Khalis Merah + Malick Fofana + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Ainsley Maitland-Niles + Khalis Merah + Moussa Niakhate + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Ainsley Maitland-Niles + Khalis Merah + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Ainsley Maitland-Niles + Khalis Merah + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Adam Karabec + Ainsley Maitland-Niles + Khalis Merah + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Adam Karabec + Ainsley Maitland-Niles + Malick Fofana + Moussa Niakhate + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Ainsley Maitland-Niles + Malick Fofana + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Ainsley Maitland-Niles + Malick Fofana + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Adam Karabec + Ainsley Maitland-Niles + Malick Fofana + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Adam Karabec + Ainsley Maitland-Niles + Moussa Niakhate + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Ainsley Maitland-Niles + Moussa Niakhate + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Adam Karabec + Ainsley Maitland-Niles + Moussa Niakhate + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Adam Karabec + Ainsley Maitland-Niles + Pavel Šulc + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Adam Karabec + Ainsley Maitland-Niles + Pavel Šulc + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Adam Karabec + Ainsley Maitland-Niles + Rémy Descamps + Tanner Tessmann + Tyler Morton,5,4,0.75,32.42
Adam Karabec + Clinton Mata + Corentin Tolisso + Khalis Merah + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Clinton Mata + Corentin Tolisso + Malick Fofana + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Clinton Mata + Corentin Tolisso + Moussa Niakhate + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Clinton Mata + Corentin Tolisso + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Clinton Mata + Corentin Tolisso + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Adam Karabec + Clinton Mata + Corentin Tolisso + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Adam Karabec + Clinton Mata + Khalis Merah + Malick Fofana + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Clinton Mata + Khalis Merah + Moussa Niakhate + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Clinton Mata + Khalis Merah + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Clinton Mata + Khalis Merah + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Adam Karabec + Clinton Mata + Khalis Merah + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Adam Karabec + Clinton Mata + Malick Fofana + Moussa Niakhate + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Clinton Mata + Malick Fofana + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Clinton Mata + Malick Fofana + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Adam Karabec + Clinton Mata + Malick Fofana + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Adam Karabec + Clinton Mata + Moussa Niakhate + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Clinton Mata + Moussa Niakhate + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Adam Karabec + Clinton Mata + Moussa Niakhate + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Adam Karabec + Clinton Mata + Pavel Šulc + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Adam Karabec + Clinton Mata + Pavel Šulc + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Adam Karabec + Clinton Mata + Rémy Descamps + Tanner Tessmann + Tyler Morton,5,4,0.75,32.42
Adam Karabec + Corentin Tolisso + Khalis Merah + Malick Fofana + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Corentin Tolisso + Khalis Merah + Moussa Niakhate + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Corentin Tolisso + Khalis Merah + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Corentin Tolisso + Khalis Merah + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Adam Karabec + Corentin Tolisso + Khalis Merah + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Adam Karabec + Corentin Tolisso + Malick Fofana + Moussa Niakhate + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Corentin Tolisso + Malick Fofana + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Corentin Tolisso + Malick Fofana + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Adam Karabec + Corentin Tolisso + Malick Fofana + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Adam Karabec + Corentin Tolisso + Moussa Niakhate + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Corentin Tolisso + Moussa Niakhate + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Adam Karabec + Corentin Tolisso + Moussa Niakhate + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Adam Karabec + Corentin Tolisso + Pavel Šulc + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Adam Karabec + Corentin Tolisso + Pavel Šulc + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Adam Karabec + Corentin Tolisso + Rémy Descamps + Tanner Tessmann + Tyler Morton,5,4,0.75,32.42
Adam Karabec + Khalis Merah + Malick Fofana + Moussa Niakhate + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Khalis Merah + Malick Fofana + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Khalis Merah + Malick Fofana + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Adam Karabec + Khalis Merah + Malick Fofana + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Adam Karabec + Khalis Merah + Moussa Niakhate + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Khalis Merah + Moussa Niakhate + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Adam Karabec + Khalis Merah + Moussa Niakhate + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Adam Karabec + Khalis Merah + Pavel Šulc + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Adam Karabec + Khalis Merah + Pavel Šulc + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
Adam Karabec + Khalis Merah + Rémy Descamps + Tanner Tessmann + Tyler Morton,5,4,0.75,32.42
Adam Karabec + Malick Fofana + Moussa Niakhate + Pavel Šulc + Rémy Descamps,5,4,0.75,32.42
Adam Karabec + Malick Fofana + Moussa Niakhate + Rémy Descamps + Tanner Tessmann,5,4,0.75,32.42
Adam Karabec + Malick Fofana + Moussa Niakhate + Rémy Descamps + Tyler Morton,5,4,0.75,32.42
